Player,Nation,Squad,Comp,Age,90s,Gls,Ast,xG,npxG,xA,SCA,Sh,SoT,SoT%,Cmp,Cmp%,PrgP,KP,PPA,CrsPA,Carries,PrgC,PrgR,CPA,PrgDist,Tkl,TklW,Int,Blocks,Mis,Dis,Fld,Err
James Ward-Prowse,eng ENG,West Ham,eng Premier League,29.0,11.5,0.08695652173913043,0.08695652173913043,0.1391304347826087,0.1391304347826087,0.1565217391304348,2.9565217391304346,1.1304347826086956,0.43478260869565216,38.5,58.869565217391305,88.2,4.695652173913044,1.7391304347826086,0.43478260869565216,0.17391304347826086,37.130434782608695,0.9565217391304348,0.782608695652174,0.0,73.47826086956522,1.7391304347826086,1.2173913043478262,0.6956521739130435,0.5217391304347826,0.2608695652173913,0.5217391304347826,0.0,0.0
Jan Schöppner,de GER,Heidenheim,de Bundesliga,25.0,29.8,0.1342281879194631,0.10067114093959731,0.13087248322147652,0.13087248322147652,0.07046979865771812,1.8791946308724832,1.3758389261744965,0.436241610738255,31.7,26.10738255033557,74.7,3.5906040268456376,0.8389261744966443,0.6375838926174496,0.10067114093959731,23.6241610738255,1.174496644295302,1.610738255033557,0.16778523489932887,66.87919463087248,1.8791946308724832,1.006711409395973,1.4429530201342282,1.2751677852348993,1.342281879194631,0.8053691275167785,0.03355704697986577,0.03355704697986577
Janik Haberer,de GER,Union Berlin,de Bundesliga,30.0,18.8,0.0,0.0,0.03723404255319149,0.03723404255319149,0.10106382978723404,1.8085106382978722,0.7978723404255319,0.15957446808510636,20.0,30.319148936170212,77.0,3.1382978723404253,0.3723404255319149,0.5319148936170213,0.10638297872340426,23.617021276595743,0.6914893617021276,1.1702127659574468,0.0,32.234042553191486,2.074468085106383,1.5425531914893615,0.9042553191489361,0.851063829787234,0.6914893617021276,0.5851063829787234,0.15957446808510636,0.0
Javier Guerra,es ESP,Valencia,es La Liga,21.0,28.7,0.10452961672473868,0.10452961672473868,0.07665505226480837,0.07665505226480837,0.11149825783972127,2.578397212543554,1.637630662020906,0.34843205574912894,21.3,35.64459930313589,77.9,4.7735191637630665,0.8013937282229965,0.8013937282229965,0.13937282229965156,32.29965156794425,1.7421602787456447,2.926829268292683,0.4529616724738676,90.06968641114983,1.7421602787456447,0.9407665505226481,0.6968641114982579,0.5226480836236934,1.7421602787456447,1.8815331010452963,0.10452961672473868,0.10452961672473868
Javier Muñoz,es ESP,Las Palmas,es La Liga,29.0,28.8,0.034722222222222224,0.10416666666666666,0.04513888888888889,0.04513888888888889,0.0798611111111111,2.013888888888889,0.8680555555555556,0.20833333333333331,24.0,31.875,77.9,3.75,1.0069444444444444,1.1111111111111112,0.4513888888888889,24.305555555555554,1.25,3.1597222222222223,0.24305555555555555,55.52083333333333,1.5625,1.2152777777777777,1.0763888888888888,0.9375,1.0069444444444444,0.5208333333333334,0.10416666666666666,0.10416666666666666
Jean-Daniel Akpa-Akpro,ci CIV,Monza,it Serie A,31.0,10.7,0.0,0.0,0.028037383177570093,0.028037383177570093,0.01869158878504673,1.1214953271028039,0.3738317757009346,0.1869158878504673,50.0,25.700934579439252,79.5,1.7757009345794394,0.28037383177570097,0.1869158878504673,0.09345794392523366,28.5981308411215,1.9626168224299068,2.0560747663551404,0.1869158878504673,76.44859813084112,2.8037383177570097,1.6822429906542058,1.2149532710280375,1.7757009345794394,2.2429906542056077,0.1869158878504673,0.09345794392523366,0.09345794392523366
Jean-Eudes Aholou,ci CIV,Angers,fr Ligue 1,30.0,21.8,0.09174311926605504,0.0,0.08256880733944955,0.08256880733944955,0.03211009174311926,1.5137614678899083,1.238532110091743,0.3211009174311926,25.9,29.541284403669724,84.3,3.1192660550458715,0.4587155963302752,0.3211009174311926,0.0,22.706422018348622,0.6880733944954128,0.7339449541284403,0.09174311926605504,45.27522935779816,2.568807339449541,1.6513761467889907,1.5137614678899083,1.5596330275229358,1.4678899082568806,0.6880733944954128,0.13761467889908258,0.0
Jefferson Lerma,co COL,Crystal Palace,eng Premier League,29.0,25.3,0.0,0.039525691699604744,0.04347826086956522,0.04347826086956522,0.06719367588932806,1.8577075098814229,1.0276679841897234,0.31620553359683795,30.8,33.3596837944664,75.3,3.83399209486166,0.3952569169960474,0.7114624505928854,0.07905138339920949,25.652173913043477,0.5138339920948617,1.0276679841897234,0.0,43.47826086956522,1.383399209486166,0.6719367588932806,1.6600790513833992,1.5019762845849802,0.5928853754940712,0.7114624505928854,0.0,0.039525691699604744
Jens Cajuste,se SWE,Ipswich Town,eng Premier League,24.0,21.8,0.04587155963302752,0.04587155963302752,0.03211009174311926,0.03211009174311926,0.03211009174311926,1.6513761467889907,0.5504587155963303,0.04587155963302752,8.3,29.678899082568805,82.6,2.706422018348624,0.5963302752293578,0.27522935779816515,0.04587155963302752,22.06422018348624,1.1926605504587156,0.9174311926605504,0.13761467889908258,60.96330275229358,2.018348623853211,1.0091743119266054,1.2844036697247705,1.146788990825688,1.055045871559633,0.7798165137614679,0.04587155963302752,0.09174311926605504
Jens Stage,dk DEN,Werder Bremen,de Bundesliga,27.0,24.5,0.40816326530612246,0.20408163265306123,0.2938775510204082,0.2938775510204082,0.15918367346938775,2.5714285714285716,1.7959183673469388,0.6122448979591837,34.1,31.346938775510203,77.0,4.244897959183674,0.9387755102040817,1.0612244897959184,0.16326530612244897,27.26530612244898,1.1428571428571428,3.63265306122449,0.24489795918367346,50.6530612244898,2.0,1.2244897959183674,0.7346938775510204,1.7959183673469388,1.1020408163265305,0.40816326530612246,0.16326530612244897,0.08163265306122448
Jesper Karlström,se SWE,Udinese,it Serie A,29.0,35.4,0.0,0.08474576271186442,0.019774011299435026,0.019774011299435026,0.03954802259887005,1.6666666666666667,0.3672316384180791,0.05649717514124294,15.4,37.59887005649718,83.2,3.8135593220338984,0.5932203389830508,0.5932203389830508,0.11299435028248588,28.305084745762713,0.6497175141242938,1.2994350282485876,0.11299435028248588,62.25988700564972,1.7231638418079096,0.96045197740113,0.9887005649717514,0.7909604519774012,0.96045197740113,0.5084745762711864,0.05649717514124294,0.14124293785310735
Joan Jordán,es ESP,Alavés,es La Liga,30.0,15.7,0.3184713375796179,0.12738853503184713,0.3057324840764331,0.10191082802547771,0.1656050955414013,3.5031847133757963,0.8280254777070064,0.25477707006369427,30.8,43.63057324840764,74.9,6.624203821656051,1.9745222929936306,0.9554140127388535,0.3184713375796179,30.636942675159236,0.445859872611465,2.229299363057325,0.06369426751592357,53.82165605095542,2.038216560509554,1.1464968152866242,0.5732484076433121,0.7643312101910829,1.019108280254777,0.445859872611465,0.12738853503184713,0.0
Joe Aribo,ng NGA,Southampton,eng Premier League,28.0,22.4,0.13392857142857142,0.0,0.1205357142857143,0.1205357142857143,0.058035714285714295,1.6517857142857144,0.7589285714285715,0.3125,41.2,41.47321428571429,88.8,3.348214285714286,0.7142857142857143,0.17857142857142858,0.044642857142857144,33.25892857142858,1.6071428571428572,2.9017857142857144,0.5357142857142857,90.22321428571429,2.098214285714286,1.4732142857142858,0.8928571428571429,1.25,1.205357142857143,0.8482142857142858,0.08928571428571429,0.13392857142857142
Johann Lepenant,fr FRA,Nantes,fr Ligue 1,21.0,22.8,0.08771929824561403,0.043859649122807015,0.06140350877192982,0.06140350877192982,0.07894736842105263,1.6228070175438596,0.8771929824561403,0.21929824561403508,25.0,25.526315789473685,80.3,3.9035087719298245,0.3508771929824561,0.5263157894736842,0.043859649122807015,22.017543859649123,1.0964912280701753,2.719298245614035,0.13157894736842105,43.46491228070175,2.982456140350877,1.4473684210526316,0.7894736842105263,1.5350877192982455,2.017543859649123,0.9210526315789473,0.043859649122807015,0.0
Johnny Cardoso,us USA,Betis,es La Liga,22.0,23.8,0.12605042016806722,0.04201680672268907,0.08403361344537814,0.08403361344537814,0.03361344537815126,1.4705882352941175,0.7983193277310924,0.29411764705882354,36.8,39.91596638655462,85.7,2.9831932773109244,0.37815126050420167,0.1680672268907563,0.0,31.596638655462183,0.7983193277310924,1.1764705882352942,0.04201680672268907,65.42016806722688,2.310924369747899,1.3025210084033614,2.0168067226890756,1.134453781512605,1.5126050420168067,0.9663865546218487,0.0,0.04201680672268907
Jon Moncayola,es ESP,Osasuna,es La Liga,26.0,23.3,0.0,0.0,0.06866952789699571,0.06866952789699571,0.19742489270386265,2.875536480686695,0.9012875536480687,0.38626609442060084,42.9,31.67381974248927,74.4,4.592274678111588,1.4163090128755365,1.0729613733905579,0.5579399141630901,24.506437768240342,1.0729613733905579,2.188841201716738,0.2575107296137339,45.922746781115876,3.004291845493562,1.759656652360515,0.4721030042918455,1.4592274678111588,1.0300429184549356,0.34334763948497854,0.0,0.0
Jordan Ferri,fr FRA,Montpellier,fr Ligue 1,32.0,19.7,0.0,0.10152284263959391,0.020304568527918784,0.020304568527918784,0.06598984771573604,2.385786802030457,0.7106598984771574,0.15228426395939088,21.4,56.80203045685279,88.3,6.954314720812183,0.6598984771573604,0.5583756345177665,0.20304568527918782,40.71065989847716,0.9644670050761421,2.1319796954314723,0.10152284263959391,84.41624365482234,2.1319796954314723,1.16751269035533,0.4568527918781726,1.015228426395939,0.8121827411167513,1.3705583756345179,0.20304568527918782,0.0
Jordan James,wls WAL,Rennes,fr Ligue 1,20.0,13.1,0.0,0.07633587786259542,0.06870229007633588,0.06870229007633588,0.1297709923664122,3.3587786259541987,1.297709923664122,0.22900763358778625,17.6,36.87022900763359,84.1,5.114503816793893,1.83206106870229,0.916030534351145,0.15267175572519084,25.64885496183206,1.6030534351145038,1.1450381679389314,0.4580152671755725,58.396946564885496,2.290076335877863,1.450381679389313,1.0687022900763359,1.0687022900763359,0.9923664122137404,0.8396946564885497,0.07633587786259542,0.07633587786259542
Jordan Veretout,fr FRA,Lyon,fr Ligue 1,31.0,17.3,0.11560693641618497,0.0,0.10982658959537571,0.10982658959537571,0.05202312138728324,2.0809248554913293,1.2138728323699421,0.5202312138728323,42.9,45.78034682080925,83.9,5.722543352601156,0.7514450867052023,0.6936416184971098,0.0,34.50867052023121,2.0231213872832368,3.468208092485549,0.3468208092485549,78.72832369942196,1.7341040462427746,0.8092485549132947,0.2890173410404624,0.9826589595375722,1.2716763005780347,0.40462427745664736,0.0,0.057803468208092484
Joris Chotard,fr FRA,Montpellier,fr Ligue 1,22.0,21.0,0.047619047619047616,0.0,0.06190476190476191,0.06190476190476191,0.047619047619047616,1.1428571428571428,0.9047619047619048,0.14285714285714285,15.8,32.0,81.8,3.8095238095238093,0.3333333333333333,0.5238095238095238,0.19047619047619047,23.285714285714285,0.9523809523809523,1.6666666666666667,0.0,46.19047619047619,1.8571428571428572,1.2857142857142858,0.9047619047619048,1.3333333333333333,0.7142857142857143,0.5238095238095238,0.0,0.047619047619047616
Joshua Kimmich,de GER,Bayern Munich,de Bundesliga,29.0,31.6,0.09493670886075949,0.22151898734177214,0.056962025316455694,0.056962025316455694,0.3322784810126582,5.031645569620253,1.0759493670886076,0.3164556962025316,29.4,103.44936708860759,89.5,11.455696202531644,2.6265822784810124,1.6772151898734176,0.3164556962025316,75.91772151898734,1.6139240506329113,2.4367088607594938,0.03164556962025316,164.46202531645568,1.4873417721518987,0.9177215189873418,0.7911392405063291,0.7278481012658228,0.6645569620253164,0.22151898734177214,0.03164556962025316,0.09493670886075949
José Campaña,es ESP,Las Palmas,es La Liga,31.0,13.2,0.0,0.2272727272727273,0.007575757575757577,0.007575757575757577,0.07575757575757576,2.9545454545454546,0.3787878787878788,0.2272727272727273,60.0,53.25757575757576,84.3,6.590909090909091,1.0606060606060606,0.9090909090909092,0.30303030303030304,36.21212121212121,0.8333333333333334,1.1363636363636365,0.07575757575757576,74.84848484848486,1.590909090909091,1.2121212121212122,1.4393939393939394,0.6818181818181819,1.2878787878787878,1.1363636363636365,0.0,0.15151515151515152
